ra,dec,time
16.711024,-27.174444722222223,123.6
16.728155388888887,-27.18447527777778,148.35
16.74456038888889,-27.192972777777776,171.63333333333333
16.76205872222222,-27.201843333333333,196.05
16.870621972222224,-27.24637361111111,339.23333333333335
