matchNum,summoner,matchId,blueGold-redGold,blueDamage-redDamage,numPlayers,outcome
1,Raynian,NA1_4291258710,1863,2044,0
2,Raynian,NA1_4291065417,1027,-142,1
3,Raynian,NA1_4291029567,-1717,-815,0
4,Raynian,NA1_4290994392,-4923,-2342,0
5,Raynian,NA1_4290948535,715,404,0
6,Raynian,NA1_4290981843,-523,-2049,0
7,Raynian,NA1_4290748054,1264,1527,1
8,Raynian,NA1_4290740598,100,1764,1
9,Raynian,NA1_4290622101,-798,-1016,0
10,Raynian,NA1_4290516552,1789,-1082,1
11,Raynian,NA1_4290522210,680,-1694,0
12,Raynian,NA1_4290466666,-185,529,0
13,Raynian,NA1_4288863526,4,557,1
14,Raynian,NA1_4288856352,1697,325,0
15,Raynian,NA1_4288810708,2198,157,1
16,Raynian,NA1_4288792842,-108,-1398,0
17,Raynian,NA1_4288740395,-2261,-1261,0
18,Raynian,NA1_4288683354,-1314,-1163,0
19,Raynian,NA1_4288625982,-378,-404,0
20,Raynian,NA1_4287320271,728,1143,1
21,Raynian,NA1_4287246183,2182,1032,1
22,Raynian,NA1_4287239676,1293,3414,1
23,Raynian,NA1_4287236768,755,-604,1
24,Raynian,NA1_4286029089,160,220,1
25,Raynian,NA1_4286053960,-1459,-1166,1
26,Raynian,NA1_4285052895,2086,703,1
27,Raynian,NA1_4285089758,-1116,-794,0
28,Raynian,NA1_4284175317,-290,1016,1
29,Raynian,NA1_4281953577,274,1837,0
30,Raynian,NA1_4276884607,486,458,0
31,Raynian,NA1_4276920518,-380,663,1
32,Raynian,NA1_4276854463,-778,-1377,0
33,Raynian,NA1_4276830100,447,-1462,1
34,Raynian,NA1_4253817792,-1109,290,0
35,Raynian,NA1_4253700760,464,564,0
36,Raynian,NA1_4240971225,602,586,0
37,Raynian,NA1_4240897358,1550,1580,0
38,Raynian,NA1_4239195520,2120,1327,0
39,Raynian,NA1_4239232964,-1239,-174,0
40,Raynian,NA1_4217365430,186,691,0
41,Raynian,NA1_4217372265,-813,437,0
42,Raynian,NA1_4217279482,2614,3634,1
43,Raynian,NA1_4216917359,-196,1075,1
44,Raynian,NA1_4190082817,-977,1557,0
45,Raynian,NA1_4190076126,1585,1618,1
46,Raynian,NA1_4181353906,-1629,285,0
47,Raynian,NA1_4178581947,-3642,-1499,0
48,Raynian,NA1_4178529595,-301,-917,1
49,Raynian,NA1_4178507913,-1044,-937,0
