matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
3875,doinnoid,NA1_4218597879,-21,-26,-12269,-1.4,-9925,-3,1377,10,0
3876,doinnoid,NA1_4207420827,-15,8,-6306,-0.8,-10077,-3,2201,10,0
3877,doinnoid,NA1_4207365083,20,24,11359,1.6,17517,0,1746,10,1
3878,doinnoid,NA1_4207359931,26,39,12662,2.6,2167,0,1671,10,1
3879,doinnoid,NA1_4206918051,12,5,12348,1.2,20659,2,1330,10,1
3880,doinnoid,NA1_4206913950,10,38,8676,2.4,8012,3,1435,10,1
3881,doinnoid,NA1_4206367117,17,56,10423,2.6,3278,1,2008,10,1
3882,doinnoid,NA1_4206410518,-14,-8,-11365,-1.0,-25251,-4,1627,10,0
3883,doinnoid,NA1_4206354962,-16,-28,-11634,-1.6,-12340,-4,1528,10,0
3884,doinnoid,NA1_4206268599,-4,1,-6588,-1.0,-8200,-2,945,10,0
3885,doinnoid,NA1_4206203455,-24,-49,-8291,-1.4,-10092,1,1987,10,0
3886,doinnoid,NA1_4206046793,-12,-30,-9385,-1.8,-6765,-4,1652,10,0
3887,doinnoid,NA1_4205905370,5,23,3821,0.2,11646,2,2346,10,1
3888,doinnoid,NA1_4205850562,14,22,9031,1.6,5634,3,2146,10,1
3889,doinnoid,NA1_4205795957,-15,-16,-13321,-0.4,-16498,-4,1633,10,0
3890,doinnoid,NA1_4205782901,-15,-23,-8847,-1.4,-4230,-1,1337,10,0
3891,doinnoid,NA1_4205757468,5,15,5050,1.4,210,-3,2183,10,1
3892,doinnoid,NA1_4205750260,-7,-12,-3711,-0.6,5203,-3,1817,10,0
3893,doinnoid,NA1_4205716755,-12,-14,-12173,-1.2,-23878,-3,1535,10,0
3894,doinnoid,NA1_4205694692,4,16,-1173,0.4,-20937,-1,1569,10,0
3895,doinnoid,NA1_4205398860,10,0,9027,1.6,18085,2,1678,10,1
3896,doinnoid,NA1_4205402443,-21,-27,-10143,-2.0,-3158,-4,1551,10,0
3897,doinnoid,NA1_4196958595,18,15,9030,1.6,7421,0,920,10,1
3898,doinnoid,NA1_4196971938,13,17,12374,1.4,21757,3,1932,10,1
3899,doinnoid,NA1_4196531510,13,14,15116,1.8,23782,2,1557,10,1
3900,doinnoid,NA1_4196468092,-16,-13,-8597,-0.8,-5291,-3,1329,10,0
3901,doinnoid,NA1_4196513116,14,15,15782,1.4,20363,5,1852,10,1
3902,doinnoid,NA1_4196461778,0,0,-1556,-1.0,-4399,2,936,10,0
3903,doinnoid,NA1_4184348155,11,-5,9592,0.2,16130,3,2106,10,1
3904,doinnoid,NA1_4183623248,3,4,559,0.0,-1130,-1,2646,10,0
3905,doinnoid,NA1_4183613667,-20,-31,-12454,-2.2,-6998,-4,1681,10,0
3906,doinnoid,NA1_4183556781,-7,0,-7210,-0.4,-17315,2,1338,10,0
3907,doinnoid,NA1_4183096945,10,14,9691,0.6,16036,4,1671,10,1
3908,doinnoid,NA1_4178472589,26,41,14445,1.4,2004,-1,2381,10,1
3909,doinnoid,NA1_4178424348,11,26,9851,1.0,6282,-2,2334,10,1
3910,doinnoid,NA1_4178348472,23,25,11278,1.4,3603,4,1727,10,1
3911,doinnoid,NA1_4178260907,-3,12,6539,1.0,12234,0,1866,10,1
3912,doinnoid,NA1_4178222706,24,55,17223,2.4,16915,3,1593,10,1
3913,doinnoid,NA1_4177722977,-3,7,-3162,0.2,-2841,3,2244,10,0
3914,doinnoid,NA1_4171513920,7,14,-1269,0.4,-14224,3,2281,10,0
3915,doinnoid,NA1_4169745842,10,9,-6626,-0.4,-17437,-1,2819,10,0
3916,doinnoid,NA1_4169689497,-22,-30,-12122,-1.8,-16745,-2,1657,10,0
3917,doinnoid,NA1_4167989617,-3,-1,-4907,-1.4,-2485,0,1650,10,0
3918,doinnoid,NA1_4168022312,-28,-53,-16986,-1.8,-15042,-2,1242,10,0
3919,doinnoid,NA1_4167857139,16,37,6902,1.6,4595,0,1348,10,1
3920,doinnoid,NA1_4159680686,23,35,6064,0.2,9907,2,1521,10,1
3921,doinnoid,NA1_4159584301,-2,-2,95,-0.8,17879,-1,1866,10,1
3922,doinnoid,NA1_4159518838,3,-8,1401,0.2,3435,1,1384,10,1
3923,Edna Herrera,NA1_4227707404,6,0,12904,1.6,11901,4,1574,10,1
3924,Edna Herrera,NA1_4227706164,0,0,-170,-0.4,0,0,197,10,0
3925,Edna Herrera,NA1_4224787726,14,13,10296,0.6,11500,2,1221,10,1
3926,Edna Herrera,NA1_4224671449,-5,-3,-4752,-1.6,1247,-2,920,10,0
3927,Edna Herrera,NA1_4222692646,-3,-21,-1926,-0.8,-2276,3,2303,10,0
3928,Edna Herrera,NA1_4220830783,-7,14,-2858,-0.6,-1254,-2,2526,10,0
3929,Edna Herrera,NA1_4220721620,1,5,1714,0.0,8099,2,2334,10,1
3930,Edna Herrera,NA1_4220663473,27,35,16841,1.8,26455,3,1466,10,1
3931,Edna Herrera,NA1_4220639632,-12,-18,-7575,-1.2,-3481,-2,953,10,0
3932,Edna Herrera,NA1_4220645550,-6,-13,-7216,-1.2,-20747,1,1280,10,0
3933,Edna Herrera,NA1_4220320982,29,19,11005,1.6,12800,4,1747,10,1
3934,Edna Herrera,NA1_4220276581,-26,-29,-6450,-1.4,-8863,2,2077,10,0
3935,Edna Herrera,NA1_4220150098,15,16,5015,1.0,-13751,0,2501,10,0
3936,Edna Herrera,NA1_4220101889,21,32,10996,1.6,14121,4,1944,10,1
3937,Edna Herrera,NA1_4206468198,-13,-19,-8279,-1.4,-8373,2,1683,10,0
3938,Edna Herrera,NA1_4200029395,18,38,12095,1.8,14081,-2,1717,10,1
3939,Edna Herrera,NA1_4199698852,-5,-7,-7651,-0.4,-18701,-3,1714,10,0
3940,Edna Herrera,NA1_4199662593,2,6,5081,0.4,15536,1,2000,10,1
3941,Edna Herrera,NA1_4197173814,13,7,10198,1.6,7263,-1,1813,10,1
3942,Edna Herrera,NA1_4196358339,-8,-13,-5661,-1.2,-383,-1,1408,10,0
3943,Edna Herrera,NA1_4195982772,-23,-40,-13107,-2.6,-6050,-2,1596,10,0
3944,Edna Herrera,NA1_4194312933,16,21,10626,2.0,1679,0,1968,10,1
3945,Edna Herrera,NA1_4194275814,0,10,5942,1.4,319,-1,1855,10,1
3946,Edna Herrera,NA1_4194218851,-3,3,1402,0.4,18120,-2,2100,10,1
3947,Edna Herrera,NA1_4194091001,2,-1,-2779,-0.6,13712,3,2326,10,1
3948,Edna Herrera,NA1_4192735408,-10,-35,-7917,-0.8,-10784,-3,1994,10,0
3949,Edna Herrera,NA1_4192657489,-19,-53,-11218,-1.4,-8621,-2,1678,10,0
3950,Edna Herrera,NA1_4192202381,1,4,8918,0.6,25473,-2,1732,10,1
3951,Edna Herrera,NA1_4192108224,-9,-15,-4696,-0.8,1419,0,1560,10,0
3952,Edna Herrera,NA1_4192059543,-15,-14,-8687,-0.8,-3687,-2,1789,10,0
3953,Edna Herrera,NA1_4192054624,-21,-27,-15138,-1.2,-20298,-2,1109,10,0
3954,Edna Herrera,NA1_4191936784,-28,-68,-9911,-1.0,1183,-1,2465,10,0
3955,Edna Herrera,NA1_4191876240,5,6,-4633,-0.2,-2587,1,2191,10,0
3956,Edna Herrera,NA1_4184205018,0,11,-3896,-0.8,-17050,0,1663,10,0
3957,Edna Herrera,NA1_4184189736,-3,30,1454,1.2,10829,-3,2021,10,1
3958,Edna Herrera,NA1_4183617162,-20,-12,-14529,-2.0,-23444,-2,1314,10,0
3959,Edna Herrera,NA1_4183517932,-16,-34,-7120,-1.0,-12491,-3,2362,10,0
3960,Edna Herrera,NA1_4182813754,-5,5,-9986,-1.0,-20578,-2,1224,10,0
3961,Edna Herrera,NA1_4182783194,23,25,16410,2.2,15752,1,1409,10,1
3962,Edna Herrera,NA1_4182800128,23,33,13542,2.0,4433,2,1805,10,1
3963,Edna Herrera,NA1_4181409973,-20,-35,-13165,-2.0,-10519,-1,1995,10,0
3964,Edna Herrera,NA1_4181389852,-13,-28,-6886,-0.8,-5447,-2,1053,10,0
3965,Edna Herrera,NA1_4181308636,10,3,10723,1.0,8610,4,1748,10,1
3966,Edna Herrera,NA1_4181306107,-21,-31,-13578,-1.8,-14123,-2,1867,10,0
3967,Edna Herrera,NA1_4173407295,-13,-10,-9663,-1.0,-5541,-1,1244,10,0
3968,Edna Herrera,NA1_4172288264,-2,4,-3858,0.0,-9446,0,1958,10,0
3969,Edna Herrera,NA1_3982118141,-20,-25,-11645,-1.2,-11226,-1,923330,10,0
3970,Edna Herrera,NA1_3982095933,-12,-22,-10834,-0.6,-11968,-4,1431744,10,0
3971,Edna Herrera,NA1_3982102026,-7,-13,-12662,-0.4,1406,1,2669301,10,0
3972,Edna Herrera,NA1_3982009489,-30,-29,-19732,-1.6,-24829,-3,1411343,10,0
3973,TALP BROS,NA1_4280173079,13,35,3349,1.8,-2991,-2,1649,10,1
3974,TALP BROS,NA1_4280128892,24,22,16758,2.6,14529,2,1593,10,1
3975,TALP BROS,NA1_4280143492,20,8,9403,0.2,16762,4,1776,10,1
3976,TALP BROS,NA1_4279463533,-14,-42,-9202,-2.0,-5814,-4,1634,10,0
3977,TALP BROS,NA1_4279362542,-4,-14,-11817,-1.2,-19357,-1,2136,10,0
3978,TALP BROS,NA1_4279161809,-19,-13,-13097,-2.0,-16019,-2,1216,10,0
3979,TALP BROS,NA1_4279138180,-12,-10,-11344,-1.2,-13673,-3,1525,10,0
3980,TALP BROS,NA1_4275336017,18,21,12371,1.4,14469,1,1443,10,1
3981,TALP BROS,NA1_4275331187,-2,13,-4573,-0.6,-15891,-4,1700,10,0
3982,TALP BROS,NA1_4275203632,-19,-8,-11275,-0.8,-19966,-3,1945,10,0
3983,TALP BROS,NA1_4234734715,14,18,10453,1.2,28245,4,1494,10,1
3984,TALP BROS,NA1_4192821117,16,50,5558,0.6,20212,0,2016,10,1
3985,TALP BROS,NA1_4190377720,3,9,5036,0.8,10473,2,1641,10,1
3986,TALP BROS,NA1_4190186453,-17,-11,-9299,-1.6,-5221,-1,2102,10,0
3987,TALP BROS,NA1_4185865099,15,20,5238,0.6,3310,-3,2066,10,1
3988,TALP BROS,NA1_4183340412,20,28,9547,0.2,11607,-1,2636,10,1
3989,TALP BROS,NA1_4183087184,11,12,11199,1.2,23219,2,1682,10,1
3990,TALP BROS,NA1_4173789360,-32,-35,-17793,-2.6,-14681,1,1384,10,0
3991,TALP BROS,NA1_4173794970,17,19,9247,2.0,14360,3,1408,10,1
3992,TALP BROS,NA1_4169297552,11,2,7606,0.0,10884,1,2018,10,1
3993,TALP BROS,NA1_4163260466,-16,-16,-11864,-1.6,-13567,-3,1786,10,0
3994,TALP BROS,NA1_4163210699,-19,-6,-11084,-1.4,-10565,-2,1051,10,0
3995,TALP BROS,NA1_4161866389,-7,-35,4066,0.4,8611,-1,2363,10,1
3996,TALP BROS,NA1_4147051858,22,19,18306,2.2,14084,4,1678,10,1
3997,TALP BROS,NA1_4146955760,5,-6,8876,0.8,21667,0,1705,10,1
3998,TALP BROS,NA1_4146827361,11,21,7762,0.8,6442,1,1337,10,1
3999,TALP BROS,NA1_4145403938,-17,-29,-14133,-1.0,-26901,-4,1851,10,0
4000,TALP BROS,NA1_4144217722,9,7,6483,1.2,11586,0,1975,10,1
4001,TALP BROS,NA1_4141838083,13,2,13634,1.4,19028,2,1536,10,1
4002,TALP BROS,NA1_4135886133,9,29,-8091,-0.2,-11873,0,2164,10,0
4003,TALP BROS,NA1_4134566963,2,2,-3316,1.0,-14023,0,2134,10,0
4004,TALP BROS,NA1_4133428077,-17,-11,-10644,-1.6,-12768,-1,2030,10,0
4005,TALP BROS,NA1_4133395867,17,14,13904,1.8,22421,3,1322,10,1
4006,TALP BROS,NA1_4133373760,20,19,10403,1.6,36592,3,1208,10,1
4007,TALP BROS,NA1_4086192099,-10,-12,-7860,-1.0,-17234,0,1819,10,0
4008,TALP BROS,NA1_4086170767,23,19,16434,1.8,8715,2,1851,10,1
4009,TALP BROS,NA1_4086098841,13,-1,9517,1.8,16498,4,1676,10,1
4010,TALP BROS,NA1_4084831270,-17,-21,-8321,-1.2,-16051,-4,1673,10,0
4011,TALP BROS,NA1_4082787112,-24,-45,-11938,-1.4,-5360,-2,1781,10,0
4012,TALP BROS,NA1_4082648034,-17,-33,-11275,-1.6,-13015,-1,2141,10,0
4013,TALP BROS,NA1_4075707949,-11,19,-5003,1.0,-14817,-2,2517,10,0
4014,TALP BROS,NA1_4071489887,-3,0,-8020,-0.6,-25518,2,1227,10,0
4015,TALP BROS,NA1_4064635618,11,4,9269,0.8,7617,5,1751,10,1
4016,TALP BROS,NA1_4040430449,-15,-7,-10258,-2.0,-8360,0,1692217,10,0
4017,TALP BROS,NA1_4035538864,-19,0,-12829,-0.6,-26363,-3,1546340,10,0
4018,TALP BROS,NA1_4033418995,14,15,12429,1.6,19606,0,1907529,10,1
4019,TALP BROS,NA1_4033414919,-19,-35,-10023,-1.2,-17199,-1,1950673,10,0
4020,TALP BROS,NA1_4033402089,7,14,10844,1.6,21806,4,1727891,10,1
4021,TALP BROS,NA1_4033318344,-10,-35,-3045,-0.6,-9194,2,1509725,10,0
4022,TALP BROS,NA1_4032473165,-10,-12,-4937,-1.0,-14358,1,2056159,10,0
4023,MortyKnowsBest,NA1_4269649742,26,33,7166,1.4,8979,3,1390,10,1
4024,MortyKnowsBest,NA1_4243786593,17,26,11534,1.2,14042,4,1566,10,1
4025,MortyKnowsBest,NA1_4243784797,-26,-40,-11864,-1.6,-18345,-3,1963,10,0
4026,MortyKnowsBest,NA1_4243763704,16,20,11742,1.4,16062,1,1565,10,1
4027,MortyKnowsBest,NA1_4226382662,-6,-11,-8629,-1.4,-9126,-2,1665,10,0
4028,MortyKnowsBest,NA1_4186654284,28,34,10329,2.0,10254,3,1302,10,1
4029,MortyKnowsBest,NA1_4186568954,21,36,12593,1.4,8625,2,1771,10,1
4030,MortyKnowsBest,NA1_4186553112,9,26,7186,1.6,5180,0,1779,10,1
4031,MortyKnowsBest,NA1_4186485428,-21,-12,-11084,-1.6,-18540,-4,2020,10,0
4032,MortyKnowsBest,NA1_4183810464,-2,0,-3447,-0.6,-8656,4,1925,10,0
4033,MortyKnowsBest,NA1_4183747571,-20,-24,-18656,-2.0,-21731,-1,1263,10,0
4034,MortyKnowsBest,NA1_4173118192,-22,-5,-13991,-1.8,-11916,0,1305,10,0
4035,MortyKnowsBest,NA1_4173122390,-3,-4,-3188,-0.8,4663,3,2109,10,1
4036,MortyKnowsBest,NA1_4173084005,-6,-2,-3579,-0.6,3546,0,2362,10,1
4037,MortyKnowsBest,NA1_4167417300,4,21,5675,1.2,-3145,4,2318,10,1
4038,MortyKnowsBest,NA1_4132798944,10,16,7295,0.0,8104,3,2676,10,1
4039,MortyKnowsBest,NA1_4130617258,10,38,6392,1.2,5434,4,1756,10,1
4040,MortyKnowsBest,NA1_4129690977,8,3,6969,1.0,14739,4,2410,10,1
4041,MortyKnowsBest,NA1_4129646725,23,30,10830,1.2,10418,3,2018,10,1
4042,MortyKnowsBest,NA1_4124203975,-11,-19,-4651,-0.8,763,-2,2484,10,0
4043,MortyKnowsBest,NA1_4124146110,-15,24,-9210,2.2,-12279,-2,2429,10,0
4044,MortyKnowsBest,NA1_4123210737,1,16,-260,0.2,9566,1,2531,10,1
4045,MortyKnowsBest,NA1_4123176424,14,8,8758,1.4,9468,1,1139,10,1
4046,MortyKnowsBest,NA1_4123055644,25,50,13325,2.6,13447,2,1846,10,1
4047,MortyKnowsBest,NA1_4122819478,12,17,7478,0.4,12897,4,1702,10,1
4048,MortyKnowsBest,NA1_4122797019,-1,-4,-477,-0.8,-5141,1,2047,10,0
4049,MortyKnowsBest,NA1_4117338921,12,32,9665,1.2,19661,3,2186,10,1
4050,MortyKnowsBest,NA1_4117323474,-10,7,475,0.2,5020,2,1555,10,1
4051,MortyKnowsBest,NA1_4114379086,-8,-42,1733,-0.4,17383,1,2060,10,1
4052,MortyKnowsBest,NA1_4114395079,-17,-10,-7468,-1.0,-9553,-4,1928,10,0
4053,MortyKnowsBest,NA1_4114412292,-9,-3,-4659,-0.4,-13421,-3,1541,10,0
4054,MortyKnowsBest,NA1_4113778357,18,22,12556,1.4,16885,1,1900,10,1
4055,MortyKnowsBest,NA1_4113792586,26,25,17267,1.4,28629,3,1251,10,1
4056,MortyKnowsBest,NA1_4112926540,-16,-14,-14469,-1.4,-20603,-4,1648,10,0
4057,MortyKnowsBest,NA1_4112934351,-26,-45,-13797,-1.6,-13425,-3,1360,10,0
4058,MortyKnowsBest,NA1_4112789173,5,32,8552,1.0,1642,-2,2366,10,1
4059,MortyKnowsBest,NA1_4112767204,11,7,9493,1.0,12905,3,2193,10,1
4060,MortyKnowsBest,NA1_4112551421,16,23,15526,2.0,18882,3,1647,10,1
4061,MortyKnowsBest,NA1_4111505842,0,0,428,-0.2,3,0,202,10,1
4062,MortyKnowsBest,NA1_4111490488,-20,-17,-9773,-1.4,-14265,-4,1724,10,0
4063,MortyKnowsBest,NA1_4111394146,-25,-36,-9311,-2.0,-12301,-3,1896,10,0
4064,MortyKnowsBest,NA1_4111314805,-13,-22,-7686,-1.0,-2468,-5,2165,10,0
4065,MortyKnowsBest,NA1_4111218015,-3,2,1438,-0.2,-14155,-3,1905,10,0
4066,MortyKnowsBest,NA1_4109976293,-42,-53,-19141,-2.4,-11285,-1,2066,10,0
4067,MortyKnowsBest,NA1_4110010333,-16,-33,-9013,-1.0,-33223,3,1434,10,0
4068,MortyKnowsBest,NA1_4109923285,-14,-15,-5489,-1.2,-10335,-4,1913,10,0
4069,MortyKnowsBest,NA1_4109377162,-12,4,-9848,-0.6,-9765,-1,2179,10,0
4070,MortyKnowsBest,NA1_4109374501,-12,0,-14126,-1.8,-19551,-4,1577,10,0
4071,MortyKnowsBest,NA1_4109333833,0,0,-448,-0.4,-752,0,218,10,0
4072,MortyKnowsBest,NA1_4109183784,-16,-9,-9690,-1.6,-15811,-4,1614,10,0
4073,PrinceSteven,NA1_4280115917,10,21,9464,1.6,188,0,2295,10,1
4074,PrinceSteven,NA1_4280068609,-17,-27,-12681,-1.6,-25072,-2,1658,10,0
4075,PrinceSteven,NA1_4280095183,-15,-12,-9017,-1.2,-6857,-1,1249,10,0
4076,PrinceSteven,NA1_4279988876,24,20,13735,1.8,15517,3,1447,10,1
4077,PrinceSteven,NA1_4278113605,-21,-9,-16541,-1.4,-23029,-3,1257,10,0
4078,PrinceSteven,NA1_4277547527,4,-25,1907,0.4,4238,-2,2253,10,1
4079,PrinceSteven,NA1_4277334857,-10,-16,-6646,-0.8,-5989,0,2040,10,0
4080,PrinceSteven,NA1_4276998282,-4,8,-4687,0.0,-14150,0,1208,10,0
4081,PrinceSteven,NA1_4276956867,-19,-6,-14600,-1.2,-22741,-4,1491,10,0
4082,PrinceSteven,NA1_4276944486,-18,-38,-7963,-1.8,803,-1,2317,10,0
4083,PrinceSteven,NA1_4274969719,4,-19,-1766,0.2,-1964,1,2793,10,0
4084,PrinceSteven,NA1_4274683453,-18,-9,-11939,-1.2,-5881,-4,1535,10,0
4085,PrinceSteven,NA1_4040248199,-15,-26,-9896,-0.6,-17642,-2,1776852,10,0
4086,PrinceSteven,NA1_4038245831,-12,4,-8101,-0.8,-17712,-2,1886756,10,0
4087,PrinceSteven,NA1_4038120516,-7,11,-9188,-1.2,-38592,-1,1603700,10,0
4088,PrinceSteven,NA1_4038077569,17,31,11020,1.6,11450,4,1553292,10,1
4089,PrinceSteven,NA1_4038074733,10,22,6122,1.2,2381,-1,1475406,10,1
4090,PrinceSteven,NA1_4037223972,1,-14,-4287,-0.4,-10677,0,1466070,10,0
4091,PrinceSteven,NA1_4036332163,11,14,11393,2.2,10402,2,1672209,10,1
4092,PrinceSteven,NA1_4036201936,19,3,12821,0.4,25136,-2,2008799,10,1
4093,PrinceSteven,NA1_4036181130,-14,-5,-12350,-1.6,-15121,-3,1925970,10,0
4094,PrinceSteven,NA1_4035950075,3,-11,6330,1.0,13103,0,1749613,10,1
4095,PrinceSteven,NA1_4035893946,-23,-37,-14191,-1.2,-6668,-1,2398289,10,0
4096,PrinceSteven,NA1_4035746028,19,42,10413,0.6,20208,-1,2114964,10,1
4097,PrinceSteven,NA1_4035675165,-12,-40,-10320,-1.2,-12249,0,1717881,10,0
4098,PrinceSteven,NA1_4035628417,14,26,5205,1.0,11532,1,2045086,10,1
4099,PrinceSteven,NA1_4034322827,0,11,-7970,-1.6,10885,2,2298014,10,0
4100,PrinceSteven,NA1_4034257488,-18,-33,-14377,-1.0,-17069,-2,2279276,10,0
4101,PrinceSteven,NA1_4034254291,-20,-36,-12021,-1.4,-17026,-1,1819182,10,0
4102,PrinceSteven,NA1_4033824524,12,0,6853,0.6,20111,5,2062060,10,1
4103,PrinceSteven,NA1_4033680051,-10,-29,-6107,-1.0,1503,-3,2014488,10,0
4104,PrinceSteven,NA1_4033588720,0,0,-581,-0.4,0,0,207622,10,0
4105,PrinceSteven,NA1_4033534531,28,22,16089,1.4,12529,2,1780025,10,1
4106,PrinceSteven,NA1_4033550337,-6,12,1204,1.6,-391,3,1271564,10,1
4107,PrinceSteven,NA1_4033438292,27,34,20340,2.4,19137,3,1385064,10,1
4108,PrinceSteven,NA1_4033274361,6,4,6912,1.2,8497,2,2319644,10,1
4109,PrinceSteven,NA1_4032578647,-8,-9,-8077,-0.8,-10537,-2,1585456,10,0
4110,PrinceSteven,NA1_4032535889,19,31,14629,1.6,21408,2,1504439,10,1
4111,PrinceSteven,NA1_4030633263,-12,-20,-3400,-1.0,-2149,-1,2686594,10,0
4112,PrinceSteven,NA1_4030575282,20,19,16054,1.4,16541,3,1472251,10,1
4113,PrinceSteven,NA1_4030590949,10,3,14350,1.4,14856,4,1757724,10,1
4114,PrinceSteven,NA1_4030352679,7,-4,7790,0.6,29500,3,1690756,10,1
4115,PrinceSteven,NA1_4030304781,-12,-28,-8881,-2.4,2214,0,2181427,10,0
4116,PrinceSteven,NA1_4029351732,-19,-14,-12166,-1.6,-9018,-1,1914423,10,0
4117,PrinceSteven,NA1_4029300981,17,25,16382,1.8,28340,0,1251382,10,1
4118,PrinceSteven,NA1_4029286919,-8,-19,-8295,-1.6,-3036,-3,2022816,10,0
4119,PrinceSteven,NA1_4027786831,11,21,9727,0.8,18662,2,1847223,10,1
4120,PrinceSteven,NA1_4027782805,-15,-15,-12234,-1.0,-20027,-4,1847202,10,0
4121,PrinceSteven,NA1_4027738736,-2,-13,-6136,-0.6,-12484,0,1702604,10,0
4122,PrinceSteven,NA1_4027641141,11,8,12921,0.6,19989,2,2197250,10,1
4123,tieguanyin11,NA1_4271834159,-16,-19,-8059,-1.2,-19627,-4,1879,10,0
4124,tieguanyin11,NA1_4271851431,-15,-8,-15172,-2.0,-11331,-2,942,10,0
4125,tieguanyin11,NA1_4271353732,7,-7,9536,1.0,15262,3,1977,10,1
4126,tieguanyin11,NA1_4271280952,19,20,10352,1.4,3396,2,1884,10,1
4127,tieguanyin11,NA1_4271043152,10,15,5643,1.2,15990,2,1729,10,1
4128,tieguanyin11,NA1_4270957634,28,27,16649,2.0,16938,4,1418,10,1
4129,tieguanyin11,NA1_4270972268,-7,-5,-10144,-0.8,-17309,1,1990,10,0
4130,tieguanyin11,NA1_4266598566,-17,-17,-13861,-0.4,-7280,2,2410,10,0
4131,tieguanyin11,NA1_4266545492,-6,1,-9351,-0.6,-20041,-2,1505,10,0
4132,tieguanyin11,NA1_4266166443,11,10,8656,1.6,12696,2,1732,10,1
4133,tieguanyin11,NA1_4266010427,20,28,13730,1.6,12184,5,2113,10,1
4134,tieguanyin11,NA1_4264602880,-17,-23,-15812,-1.0,-20155,1,1420,10,0
4135,tieguanyin11,NA1_4264160212,23,13,10765,0.6,18410,5,2055,10,1
4136,tieguanyin11,NA1_4263942687,25,20,12621,1.6,15668,3,1876,10,1
4137,tieguanyin11,NA1_4263749565,10,21,5962,0.8,20071,0,2378,10,1
4138,tieguanyin11,NA1_4263425600,26,-4,11696,1.0,18134,2,1930,10,1
4139,tieguanyin11,NA1_4262881132,14,7,7932,1.2,7844,2,936,10,1
4140,tieguanyin11,NA1_4259825787,6,33,-3982,0.4,-11929,3,2411,10,0
4141,tieguanyin11,NA1_4259183885,13,9,7334,1.4,9685,1,919,10,1
4142,tieguanyin11,NA1_4256170690,-7,-10,3799,0.2,10414,4,2562,10,1
4143,tieguanyin11,NA1_4255798310,9,11,3840,0.4,10352,3,2452,10,1
4144,tieguanyin11,NA1_4255563852,21,31,8820,1.4,14488,2,1638,10,1
4145,tieguanyin11,NA1_4255446718,9,11,8152,0.8,16137,1,1828,10,1
4146,tieguanyin11,NA1_4255377239,14,20,7123,0.4,12273,3,2127,10,1
4147,tieguanyin11,NA1_4231997665,15,50,3817,0.6,4645,2,2360,10,1
4148,tieguanyin11,NA1_4231775292,-20,-14,-9515,-1.4,-16610,-1,1704,10,0
4149,tieguanyin11,NA1_4231676739,9,7,10064,1.0,5801,2,1173,10,1
4150,tieguanyin11,NA1_4225622688,-21,-32,-11654,-1.8,-4604,0,1505,10,0
4151,tieguanyin11,NA1_4225299217,-7,-1,-7680,-0.8,-21131,-4,2138,10,0
4152,tieguanyin11,NA1_4158363743,-23,-25,-12955,-2.0,-9321,-4,1839,10,0
4153,tieguanyin11,NA1_4158105834,-16,-13,-8719,-1.2,-7164,-3,1227,10,0
4154,tieguanyin11,NA1_4155670954,-3,-24,-6890,-1.6,-7533,-1,1933,10,0
4155,tieguanyin11,NA1_4155258449,19,44,4696,1.0,2236,3,2347,10,1
4156,tieguanyin11,NA1_4153988583,14,26,6297,1.8,-4133,3,2112,10,1
4157,tieguanyin11,NA1_4153772244,2,7,-5435,-0.2,-5665,0,2499,10,0
4158,tieguanyin11,NA1_4153559430,13,10,12029,1.0,18717,1,1863,10,1
4159,tieguanyin11,NA1_4153375609,-18,-34,-3900,0.4,-9442,-1,2020,10,0
4160,tieguanyin11,NA1_4151134449,-10,-14,-5398,-0.4,-6286,-2,1675,10,0
4161,tieguanyin11,NA1_4151083487,16,27,14504,1.6,14134,4,1617,10,1
4162,tieguanyin11,NA1_4150444999,23,35,13089,1.6,10596,1,1630,10,1
4163,tieguanyin11,NA1_4150261160,-14,-8,-12763,-1.2,-19683,-2,1629,10,0
4164,tieguanyin11,NA1_4149225845,-10,-12,-10641,-1.2,-17714,-3,1541,10,0
4165,tieguanyin11,NA1_4146791928,-17,-11,-13767,-1.4,-11815,-1,1213,10,0
4166,tieguanyin11,NA1_4144938804,14,22,12105,1.4,21050,1,1391,10,1
4167,tieguanyin11,NA1_4144915612,18,16,6744,1.4,928,2,1154,10,1
4168,tieguanyin11,NA1_4144522205,18,31,12512,1.4,17914,3,2102,10,1
4169,tieguanyin11,NA1_4143961023,3,-7,3618,0.0,20826,0,1681,10,1
4170,tieguanyin11,NA1_4143894586,-13,-14,-11000,-1.6,-9683,2,947,10,0
4171,tieguanyin11,NA1_4142989072,17,45,4687,1.2,31199,-1,2005,10,1
4172,tieguanyin11,NA1_4139983537,23,29,9970,1.4,16838,-1,2025,10,1
4173,XdBLur,NA1_4280346126,-4,-6,-2362,0.0,-1180,-3,2191,10,0
4174,XdBLur,NA1_4280380083,26,28,14195,1.6,13958,2,1373,10,1
4175,XdBLur,NA1_4280231657,1,-25,-2770,-1.0,-5595,-1,2138,10,0
4176,XdBLur,NA1_4280195997,8,36,7279,0.8,2846,-1,1949,10,1
4177,XdBLur,NA1_4280193060,0,0,-670,-0.6,-225,0,200,10,0
