matchNum,summoner,matchId,blueGold-redGold,blueDamage-redDamage,numPlayers,outcome
1,ImFMJ,NA1_4277202972,-131,1046,0
2,ImFMJ,NA1_4274296301,-2394,-2490,0
3,ImFMJ,NA1_4274232617,-53,-35,1
4,ImFMJ,NA1_4274139092,2400,1764,1
5,ImFMJ,NA1_4274161090,246,855,1
6,ImFMJ,NA1_4273353755,955,-181,1
7,ImFMJ,NA1_4272078445,781,378,1
8,ImFMJ,NA1_4272083803,2084,1154,1
9,ImFMJ,NA1_4271427897,218,-1091,0
10,ImFMJ,NA1_4271112800,-910,8,0
11,ImFMJ,NA1_4270549335,-2823,-983,0
12,ImFMJ,NA1_4270149448,-151,845,1
13,ImFMJ,NA1_4267089767,-56,1655,1
14,ImFMJ,NA1_4267035995,1434,1805,1
15,ImFMJ,NA1_4267002476,-1827,384,0
16,ImFMJ,NA1_4266878709,1572,1646,1
17,ImFMJ,NA1_4265043920,451,1252,1
18,ImFMJ,NA1_4265018550,78,-364,1
19,ImFMJ,NA1_4265034087,-2623,-2092,0
20,ImFMJ,NA1_4262796177,-1745,-1355,1
21,ImFMJ,NA1_4262833557,1754,1076,1
22,ImFMJ,NA1_4262799918,259,2307,1
23,ImFMJ,NA1_4262727069,798,-398,1
24,ImFMJ,NA1_4260961633,-965,71,0
25,ImFMJ,NA1_4260922117,-1716,-984,0
26,ImFMJ,NA1_4259754533,-714,-769,1
27,ImFMJ,NA1_4259707929,-111,-1398,0
28,ImFMJ,NA1_4259715393,129,138,1
29,ImFMJ,NA1_4259704101,-904,-1364,1
30,ImFMJ,NA1_4258142550,-1186,1687,1
31,ImFMJ,NA1_4258039624,-1066,-826,0
32,ImFMJ,NA1_4258007176,-1511,-193,0
33,ImFMJ,NA1_4258022961,1068,1592,1
34,ImFMJ,NA1_4257984627,-55,-1332,1
35,ImFMJ,NA1_4257932989,105,-1771,1
36,ImFMJ,NA1_4256415325,-953,-1530,0
37,ImFMJ,NA1_4253432390,600,-273,0
38,ImFMJ,NA1_4253416357,-72,450,0
39,ImFMJ,NA1_4253200324,174,378,1
40,ImFMJ,NA1_4253048953,-341,-263,1
41,ImFMJ,NA1_4252167991,447,839,1
42,ImFMJ,NA1_4252124639,1050,544,1
43,ImFMJ,NA1_4251887058,-478,-531,1
44,ImFMJ,NA1_4251822205,-1524,-676,0
45,ImFMJ,NA1_4251082709,-529,-424,1
46,ImFMJ,NA1_4251038831,131,809,0
47,ImFMJ,NA1_4251006753,-389,-2167,0
